text,x0,x1,top,doctop,bottom,upright,height,width,direction
5,323.83,327.03256,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025600000000054,ltr
3,361.75,364.95256,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025600000000054,ltr
0,399.7,402.90256,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025600000000054,ltr
"1,273",426.58,440.82448,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,14.24448000000001,ltr
648,469.3,478.742944,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,9.442944000000011,ltr
4,513.48,516.68256,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025599999999486,ltr
76,548.28,554.6027519999999,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,6.322751999999923,ltr
8,589.34,592.54256,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025599999999486,ltr
1,627.26,630.4625599999999,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025599999999486,ltr
9,741.05,744.2525599999999,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025599999999486,ltr
6,778.99,782.19256,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025599999999486,ltr
1,816.91,820.1125599999999,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025599999999486,ltr
1,854.83,858.03256,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025599999999486,ltr
1,892.78,895.9825599999999,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025599999999486,ltr
0,930.7,933.90256,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,3.2025599999999486,ltr
"27,087",956.38,973.7464,94.84112000000005,94.84112000000005,100.60111999999998,True,5.759999999999934,17.3664,ltr
Arkansas,43.2,66.95424,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,23.754239999999996,ltr
"3,298",130.1,144.34448,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,14.24448000000001,ltr
"6,359",162.5,176.74448,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,14.24448000000001,ltr
"11,611",190.37,207.7364,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,17.3664,ltr
168,222.53,231.972944,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,9.442944000000011,ltr
376,252.29,261.732944,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,9.442943999999983,ltr
0,285.91,289.11256000000003,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025600000000054,ltr
12,320.71,327.03275199999996,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,6.32275199999998,ltr
6,361.75,364.95256,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025600000000054,ltr
1,399.7,402.90256,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025600000000054,ltr
922,431.38,440.822944,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,9.442944000000011,ltr
"2,275",464.5,478.74448,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,14.24448000000001,ltr
1,513.48,516.68256,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025599999999486,ltr
0,551.4,554.6025599999999,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025599999999486,ltr
0,589.34,592.54256,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025599999999486,ltr
0,627.26,630.4625599999999,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025599999999486,ltr
6,741.05,744.2525599999999,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025599999999486,ltr
12,775.87,782.1927519999999,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,6.322751999999923,ltr
1,816.91,820.1125599999999,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025599999999486,ltr
0,854.83,858.03256,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025599999999486,ltr
0,892.78,895.9825599999999,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025599999999486,ltr
0,930.7,933.90256,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,3.2025599999999486,ltr
"25,048",956.38,973.7464,102.04111999999998,102.04111999999998,107.80111999999997,True,5.759999999999991,17.3664,ltr
California,43.2,67.50720000000001,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,24.30720000000001,ltr
98452,126.98,144.34640000000002,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,17.366400000000013,ltr
41181,159.38,176.7464,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,17.3664,ltr
35007,190.37,207.7364,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,17.3664,ltr
4559,217.73,231.97448,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,14.24448000000001,ltr
0,258.53,261.73256,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,285.91,289.11256000000003,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,323.83,327.03256,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,361.75,364.95256,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,399.7,402.90256,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025600000000054,ltr
480,431.38,440.822944,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,9.442944000000011,ltr
433,469.3,478.742944,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,9.442944000000011,ltr
4,513.48,516.68256,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,551.4,554.6025599999999,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,589.34,592.54256,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,627.26,630.4625599999999,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,741.05,744.2525599999999,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,778.99,782.19256,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,816.91,820.1125599999999,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,854.83,858.03256,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,892.78,895.9825599999999,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,930.7,933.90256,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,3.2025599999999486,ltr
180116,953.26,973.7483199999999,109.24111999999997,109.24111999999997,115.00111999999996,True,5.759999999999991,20.48831999999993,ltr
Colorado,43.2,66.55104,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,23.351039999999998,ltr
"4,144",130.1,144.34448,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,14.24448000000001,ltr
"19,784",159.38,176.7464,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,17.3664,ltr
"16,082",190.37,207.7364,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,17.3664,ltr
932,222.53,231.972944,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,9.442944000000011,ltr
"1,151",247.49,261.73448,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,14.24448000000001,ltr
0,285.91,289.11256000000003,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025600000000054,ltr
0,323.83,327.03256,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025600000000054,ltr
0,361.75,364.95256,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025600000000054,ltr
0,399.7,402.90256,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025600000000054,ltr
0,437.62,440.82256,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025600000000054,ltr
0,475.54,478.74256,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025600000000054,ltr
0,513.48,516.68256,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025599999999486,ltr
144,545.16,554.6029439999999,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,9.442943999999898,ltr
34,586.22,592.542752,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,6.322751999999923,ltr
0,627.26,630.4625599999999,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025599999999486,ltr
0,741.05,744.2525599999999,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025599999999486,ltr
0,778.99,782.19256,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025599999999486,ltr
0,816.91,820.1125599999999,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025599999999486,ltr
0,854.83,858.03256,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025599999999486,ltr
0,892.78,895.9825599999999,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025599999999486,ltr
0,930.7,933.90256,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,3.2025599999999486,ltr
"42,271",956.38,973.7464,116.47111999999998,116.47111999999998,122.23111999999998,True,5.759999999999991,17.3664,ltr
Connecticut,43.2,73.8144,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,30.614400000000003,ltr
"9,631",130.1,144.34448,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,14.24448000000001,ltr
"11,594",159.38,176.7464,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,17.3664,ltr
"5,072",193.49,207.73448000000002,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,14.24448000000001,ltr
134,222.53,231.972944,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,9.442944000000011,ltr
0,258.53,261.73256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025600000000054,ltr
7,285.91,289.11256000000003,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,323.83,327.03256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,361.75,364.95256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,399.7,402.90256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,437.62,440.82256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,475.54,478.74256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025600000000054,ltr
0,513.48,516.68256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,551.4,554.6025599999999,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,589.34,592.54256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,627.26,630.4625599999999,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,741.05,744.2525599999999,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,778.99,782.19256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,816.91,820.1125599999999,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,854.83,858.03256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,892.78,895.9825599999999,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
0,930.7,933.90256,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,3.2025599999999486,ltr
"26,438",956.38,973.7464,123.67111999999997,123.67111999999997,129.43111999999996,True,5.759999999999991,17.3664,ltr
Delaware,43.2,67.27680000000001,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,24.076800000000006,ltr
204,134.9,144.34294400000002,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,9.442944000000011,ltr
"2,152",162.5,176.74448,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,14.24448000000001,ltr
"2,424",193.49,207.73448000000002,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,14.24448000000001,ltr
65,225.65,231.972752,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,6.322752000000008,ltr
72,255.41,261.732752,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,6.322752000000008,ltr
0,285.91,289.11256000000003,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025600000000054,ltr
3,323.83,327.03256,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025600000000054,ltr
4,361.75,364.95256,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025600000000054,ltr
0,399.7,402.90256,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025600000000054,ltr
17,434.5,440.822752,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,6.32275199999998,ltr
12,472.42,478.742752,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,6.32275199999998,ltr
0,513.48,516.68256,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025599999999486,ltr
0,551.4,554.6025599999999,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025599999999486,ltr
0,589.34,592.54256,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025599999999486,ltr
0,627.26,630.4625599999999,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025599999999486,ltr
59,737.93,744.2527519999999,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,6.322751999999923,ltr
24,775.87,782.1927519999999,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,6.322751999999923,ltr
0,816.91,820.1125599999999,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025599999999486,ltr
4,854.83,858.03256,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025599999999486,ltr
0,892.78,895.9825599999999,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025599999999486,ltr
0,930.7,933.90256,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,3.2025599999999486,ltr
"5,040",959.5,973.74448,130.87112000000002,130.87112000000002,136.63112,True,5.759999999999991,14.244479999999953,ltr
District,43.2,60.63552000000001,138.07112,138.07112,143.83112,True,5.759999999999991,17.435520000000004,ltr
of,62.38656,67.10976000000001,138.07112,138.07112,143.83112,True,5.759999999999991,4.723200000000006,ltr
Columbia,68.8608,93.40416,138.07112,138.07112,143.83112,True,5.759999999999991,24.543360000000007,ltr
8,141.14,144.34256,138.07112,138.07112,143.83112,True,5.759999999999991,3.2025600000000054,ltr
54,170.42,176.742752,138.07112,138.07112,143.83112,True,5.759999999999991,6.322752000000008,ltr
2,204.53,207.73256,138.07112,138.07112,143.83112,True,5.759999999999991,3.2025600000000054,ltr
